method,property,objective,seed_similarity_cutoff,quality_rule,seeds,successful_seeds,success_fraction,median_best_improvement,median_selected_similarity,median_selected_delta_sa,median_selected_delta_np,median_selected_np_confidence,selected_scaffold_retention
ChemSpacE extreme-SVM,cLogP,minimize,0.0,sa_and_np,50,14,0.28,1.6566500000000024,0.057148040638606595,-0.46792315680512164,0.4263794173699889,0.9230769230769231,0.6666666666666666
MolecuLA raw OLS (seed-excluded),cLogP,minimize,0.0,sa_and_np,50,17,0.34,1.9591,0.119047619047619,-0.2859275203780598,0.5593938987227365,0.9090909090909091,0.2
ChemSpacE extreme-SVM,cLogP,minimize,0.2,sa_and_np,50,2,0.04,0.9287000000000001,0.6031468531468531,-0.3494076923076914,0.06795892852856861,0.9857142857142858,1.0
MolecuLA raw OLS (seed-excluded),cLogP,minimize,0.2,sa_and_np,50,8,0.16,1.251600000000001,0.44949066213921895,-0.22866424398478324,0.173560824437284,0.9923076923076923,0.125
ChemSpacE extreme-SVM,cLogP,minimize,0.4,sa_and_np,50,2,0.04,0.9287000000000001,0.6031468531468531,-0.3494076923076914,0.06795892852856861,0.9857142857142858,1.0
MolecuLA raw OLS (seed-excluded),cLogP,minimize,0.4,sa_and_np,50,7,0.14,0.9711,0.5319148936170213,-0.11503944386471865,0.23608014189796778,0.96,0.2857142857142857
ChemSpacE extreme-SVM,cLogP,minimize,0.6,sa_and_np,50,1,0.02,0.9711,0.6153846153846154,-0.470741538461537,0.1110415069766002,1.0,1.0
MolecuLA raw OLS (seed-excluded),cLogP,minimize,0.6,sa_and_np,50,2,0.04,1.0757000000000005,0.6576923076923077,-0.23742084772370475,0.1801533345141032,0.9705882352941176,1.0
ChemSpacE extreme-SVM,BertzCT,minimize,0.0,sa_nonworsening,50,47,0.94,713.5486614084061,0.0434782608695652,-0.47444147369770207,0.9443505637696964,0.75,0.0
MolecuLA raw OLS (seed-excluded),BertzCT,minimize,0.0,sa_nonworsening,50,45,0.9,714.9584596487582,0.054054054054054,-0.5093378529169836,0.9955866602656712,0.75,0.0
ChemSpacE extreme-SVM,BertzCT,minimize,0.2,sa_nonworsening,50,10,0.2,219.71691295723735,0.4206349206349206,-0.46761947517616775,-0.02573548330081976,0.9923076923076923,0.0
MolecuLA raw OLS (seed-excluded),BertzCT,minimize,0.2,sa_nonworsening,50,21,0.42,361.6247421664592,0.3461538461538461,-0.4970781495696581,0.007726738598326638,1.0,0.07142857142857142
ChemSpacE extreme-SVM,BertzCT,minimize,0.4,sa_nonworsening,50,6,0.12,69.99806703848299,0.5125603864734299,-0.2054626331382834,0.003174773473992984,0.9828737300435414,0.0
MolecuLA raw OLS (seed-excluded),BertzCT,minimize,0.4,sa_nonworsening,50,10,0.2,104.91473597908828,0.4850446428571429,-0.3975675714722895,-0.12211464578850681,1.0,0.1
ChemSpacE extreme-SVM,BertzCT,minimize,0.6,sa_nonworsening,50,0,0.0,,,,,,
MolecuLA raw OLS (seed-excluded),BertzCT,minimize,0.6,sa_nonworsening,50,1,0.02,108.98405326891748,0.6075949367088608,-0.17756309684686578,0.20423462912645363,0.9838709677419355,0.0
ChemSpacE extreme-SVM,FractionCSP3,minimize,0.0,sa_nonworsening,50,2,0.04,0.1869444444444444,0.25515151515151513,-0.25154620442727627,-0.1309490866748144,0.9635416666666667,0.5
MolecuLA raw OLS (seed-excluded),FractionCSP3,minimize,0.0,sa_nonworsening,50,6,0.12,0.21125,0.22183866279069764,-0.41255276147096653,-0.6210927065803742,0.9016129032258065,0.0
ChemSpacE extreme-SVM,FractionCSP3,minimize,0.2,sa_nonworsening,50,1,0.02,0.125,0.3636363636363636,-0.19808489605463464,-0.21519552551580662,0.9583333333333334,1.0
MolecuLA raw OLS (seed-excluded),FractionCSP3,minimize,0.2,sa_nonworsening,50,5,0.1,0.0625,0.2537313432835821,-0.2115932388141326,-0.5779836394688318,0.9032258064516129,0.0
ChemSpacE extreme-SVM,FractionCSP3,minimize,0.4,sa_nonworsening,50,0,0.0,,,,,,
MolecuLA raw OLS (seed-excluded),FractionCSP3,minimize,0.4,sa_nonworsening,50,1,0.02,0.0098039215686274,0.4561403508771929,-0.0622809752747262,0.5246575301245957,0.8809523809523809,0.0
ChemSpacE extreme-SVM,FractionCSP3,minimize,0.6,sa_nonworsening,50,0,0.0,,,,,,
MolecuLA raw OLS (seed-excluded),FractionCSP3,minimize,0.6,sa_nonworsening,50,0,0.0,,,,,,
ChemSpacE extreme-SVM,HBA,minimize,0.0,sa_nonworsening,50,48,0.96,4.0,0.0454545454545454,-0.7589178201844664,1.2439281269305702,1.0,0.0
MolecuLA raw OLS (seed-excluded),HBA,minimize,0.0,sa_nonworsening,50,28,0.56,4.0,0.09346610761705096,-0.6733723089084007,0.5693326336891052,1.0,0.0
ChemSpacE extreme-SVM,HBA,minimize,0.2,sa_nonworsening,50,5,0.1,2.0,0.2916666666666667,-0.4381608007826774,-0.28904854590464996,1.0,0.25
MolecuLA raw OLS (seed-excluded),HBA,minimize,0.2,sa_nonworsening,50,10,0.2,1.5,0.32751017639077334,-0.3315777885799269,-0.07054816773298705,1.0,0.2222222222222222
ChemSpacE extreme-SVM,HBA,minimize,0.4,sa_nonworsening,50,2,0.04,1.0,0.5192307692307692,-0.4450240260168421,-0.49355630090803354,1.0,0.5
MolecuLA raw OLS (seed-excluded),HBA,minimize,0.4,sa_nonworsening,50,5,0.1,1.0,0.5384615384615384,-0.3244326638253181,-0.3298861912969834,1.0,0.4
ChemSpacE extreme-SVM,HBA,minimize,0.6,sa_nonworsening,50,0,0.0,,,,,,
MolecuLA raw OLS (seed-excluded),HBA,minimize,0.6,sa_nonworsening,50,1,0.02,1.0,0.717948717948718,-0.0836916923076938,-1.0433458114366663,1.0,1.0
ChemSpacE extreme-SVM,HeavyAtomCount,minimize,0.0,sa_nonworsening,50,28,0.56,21.5,0.0769230769230769,-0.4989281668193719,0.8616272301077483,0.8333333333333334,0.0
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,minimize,0.0,sa_nonworsening,50,38,0.76,21.0,0.06524822695035455,-0.4424215162597811,0.9020691417160613,0.8333333333333334,0.2
ChemSpacE extreme-SVM,HeavyAtomCount,minimize,0.2,sa_nonworsening,50,7,0.14,10.0,0.3461538461538461,-0.5196888353761135,-0.18847525551307914,1.0,0.0
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,minimize,0.2,sa_nonworsening,50,25,0.5,10.0,0.2916666666666667,-0.4870804700968918,-0.06527561814138444,1.0,0.1111111111111111
ChemSpacE extreme-SVM,HeavyAtomCount,minimize,0.4,sa_nonworsening,50,4,0.08,5.5,0.4921875,-0.3851507515047219,-0.2688961150236959,1.0,0.0
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,minimize,0.4,sa_nonworsening,50,12,0.24,3.5,0.5075757575757576,-0.32553579633146823,-0.19492736820578604,0.9923076923076923,0.16666666666666666
ChemSpacE extreme-SVM,HeavyAtomCount,minimize,0.6,sa_nonworsening,50,0,0.0,,,,,,
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,minimize,0.6,sa_nonworsening,50,2,0.04,6.0,0.7069444444444444,-0.1415989664778481,-0.16519596766419356,0.9384469696969697,0.5
ChemSpacE extreme-SVM,TPSA,minimize,0.0,sa_nonworsening,50,50,1.0,57.785000000000004,0.0423351158645276,-0.6536221948873653,0.9560285005903153,0.75,0.0
MolecuLA raw OLS (seed-excluded),TPSA,minimize,0.0,sa_nonworsening,50,35,0.7,55.760000000000005,0.0625,-0.3421646273627701,0.9431075751400767,1.0,0.0
ChemSpacE extreme-SVM,TPSA,minimize,0.2,sa_nonworsening,50,7,0.14,20.230000000000004,0.5384615384615384,-0.3278504451996902,-0.15456688411641206,1.0,0.2857142857142857
MolecuLA raw OLS (seed-excluded),TPSA,minimize,0.2,sa_nonworsening,50,13,0.26,27.96,0.288135593220339,-0.2702065397959217,-0.5874944527096125,1.0,0.3333333333333333
ChemSpacE extreme-SVM,TPSA,minimize,0.4,sa_nonworsening,50,5,0.1,17.07,0.5813953488372093,-0.282891051805338,-0.15456688411641206,1.0,0.4
MolecuLA raw OLS (seed-excluded),TPSA,minimize,0.4,sa_nonworsening,50,8,0.16,15.695,0.49016100178890876,-0.25282418491958314,-0.344362373954373,1.0,0.5
ChemSpacE extreme-SVM,TPSA,minimize,0.6,sa_nonworsening,50,2,0.04,21.685000000000002,0.6197047496790757,-0.2157443102597778,-0.3772989470811923,1.0,0.5
MolecuLA raw OLS (seed-excluded),TPSA,minimize,0.6,sa_nonworsening,50,3,0.06,17.07,0.6341463414634146,-0.2702065397959217,-0.5874944527096125,1.0,0.6666666666666666
ChemSpacE extreme-SVM,cLogP,minimize,0.0,sa_nonworsening,50,21,0.42,1.6288000000000027,0.0555555555555555,-0.4950271031993765,0.17557110642715026,0.9230769230769231,0.5
MolecuLA raw OLS (seed-excluded),cLogP,minimize,0.0,sa_nonworsening,50,22,0.44,2.04605,0.1142113095238095,-0.32713213518448736,0.4418878569884366,0.9090909090909091,0.14285714285714285
ChemSpacE extreme-SVM,cLogP,minimize,0.2,sa_nonworsening,50,3,0.06,0.8863000000000003,0.5909090909090909,-0.470741538461537,0.024876350080537013,1.0,0.6666666666666666
MolecuLA raw OLS (seed-excluded),cLogP,minimize,0.2,sa_nonworsening,50,14,0.28,1.00585,0.43263943440691277,-0.30120885669662645,0.03731916458826853,0.978713768115942,0.07692307692307693
ChemSpacE extreme-SVM,cLogP,minimize,0.4,sa_nonworsening,50,2,0.04,0.9287000000000001,0.6031468531468531,-0.3494076923076914,0.06795892852856861,0.9857142857142858,1.0
MolecuLA raw OLS (seed-excluded),cLogP,minimize,0.4,sa_nonworsening,50,10,0.2,0.8141500000000006,0.5081449468085106,-0.1156818199399714,0.07597216641647797,0.9782608695652174,0.2
ChemSpacE extreme-SVM,cLogP,minimize,0.6,sa_nonworsening,50,1,0.02,0.9711,0.6153846153846154,-0.470741538461537,0.1110415069766002,1.0,1.0
MolecuLA raw OLS (seed-excluded),cLogP,minimize,0.6,sa_nonworsening,50,3,0.06,0.9711,0.6379310344827587,-0.2937641112300069,0.1110415069766002,0.9411764705882353,0.6666666666666666
