property,direction_type,direction_target,seed_id,response,spearman_rho,linear_slope_per_alpha,expected_sign_fraction,validity,valid_count,decode_count,seed_value
BertzCT,residual_property,BertzCT_residual,47,raw_property,0.5408534625733399,1.0805686918967015,0.54,1.0,100,100,749.6155867945301
BertzCT,residual_property,BertzCT_residual,47,diagnostic_residual,0.6318336798016195,1.8397723393118834,0.55,1.0,100,100,-92.99871368119818
BertzCT,residual_property,BertzCT_residual,48,raw_property,0.9394897544510099,4.150240711056072,0.72,1.0,100,100,1035.716088637982
BertzCT,residual_property,BertzCT_residual,48,diagnostic_residual,0.9070227326023805,5.173777767445872,0.64,1.0,100,100,296.78210853169674
BertzCT,residual_property,BertzCT_residual,49,raw_property,0.6426567540548057,1.795312906172804,0.63,1.0,100,100,825.2176249705379
BertzCT,residual_property,BertzCT_residual,49,diagnostic_residual,0.72289289261682,2.4665429822266134,0.63,1.0,100,100,48.54519931573668
BertzCT,selfies_length,selfies_len_tokens,0,raw_property,0.9283582045027126,9.857775375773628,0.87,1.0,100,100,1057.4394771552415
BertzCT,selfies_length,selfies_len_tokens,0,diagnostic_residual,-0.6441138109564384,-4.343447964680325,0.35,1.0,100,100,168.55988952877703
BertzCT,selfies_length,selfies_len_tokens,1,raw_property,0.8996814231227163,9.504416886995976,0.84,1.0,100,100,465.6519131322054
BertzCT,selfies_length,selfies_len_tokens,1,diagnostic_residual,-0.5496923863761883,-5.350938389372087,0.22,1.0,100,100,-41.22833370759321
BertzCT,selfies_length,selfies_len_tokens,2,raw_property,0.9767467097852924,10.10597833458877,0.81,1.0,100,100,188.9847279786199
BertzCT,selfies_length,selfies_len_tokens,2,diagnostic_residual,-0.7145548193895693,-3.8200565570385443,0.07,1.0,100,100,8.094438338141856
BertzCT,selfies_length,selfies_len_tokens,3,raw_property,0.6726590062514284,2.3918598017705364,0.73,1.0,100,100,570.5608031804463
