direction_name,direction_kind,focus_property,alpha,sample_count,valid_count,validity,unique_valid_canonical_count,unique_canonical_fraction_among_valid,changed_evaluable_count,exact_changed_from_seed_fraction,seed_similarity_evaluable_count,seed_tanimoto_median,seed_tanimoto_q25,seed_tanimoto_q75,scaffold_evaluable_count,scaffold_retention,training_novelty_070_evaluable_count,training_novelty_at_070,training_neighbor_ge_070_count,nearest_training_similarity_median_among_hits_ge_070,nearest_training_similarity_note
raw::BertzCT,raw_property,BertzCT,62.121212121212125,50,50,1.0,50,1.0,50,1.0,50,0.10724554341575618,0.06744186046511627,0.12644643523702873,48,0.0,50,1.0,0,,threshold-censored: exact values are present only when nearest-training Tanimoto is at least 0.70
raw::BertzCT,raw_property,BertzCT,65.15151515151516,50,50,1.0,50,1.0,50,1.0,50,0.0935935935935936,0.07468872870249017,0.12027777777777778,49,0.0,50,1.0,0,,threshold-censored: exact values are present only when nearest-training Tanimoto is at least 0.70
raw::BertzCT,raw_property,BertzCT,68.18181818181819,50,50,1.0,50,1.0,50,1.0,50,0.0945382323733863,0.07366557734204793,0.11535087719298245,48,0.0,50,1.0,0,,threshold-censored: exact values are present only when nearest-training Tanimoto is at least 0.70
raw::BertzCT,raw_property,BertzCT,71.21212121212122,50,50,1.0,50,1.0,50,1.0,50,0.0949874686716792,0.07476441241685144,0.12090909090909091,49,0.0,50,1.0,0,,threshold-censored: exact values are present only when nearest-training Tanimoto is at least 0.70
raw::BertzCT,raw_property,BertzCT,74.24242424242425,50,50,1.0,50,1.0,50,1.0,50,0.08919160783533857,0.06958128078817734,0.11730506155950753,49,0.0,50,1.0,0,,threshold-censored: exact values are present only when nearest-training Tanimoto is at least 0.70
raw::BertzCT,raw_property,BertzCT,77.27272727272728,50,50,1.0,50,1.0,50,1.0,50,0.09032634032634032,0.07261702127659574,0.1083668543845535,49,0.0,50,1.0,0,,threshold-censored: exact values are present only when nearest-training Tanimoto is at least 0.70
raw::BertzCT,raw_property,BertzCT,80.30303030303031,50,50,1.0,50,1.0,50,1.0,50,0.08290378006872852,0.06505376344086021,0.10063025210084034,49,0.0,50,1.0,0,,threshold-censored: exact values are present only when nearest-training Tanimoto is at least 0.70
raw::BertzCT,raw_property,BertzCT,83.33333333333334,50,50,1.0,50,1.0,50,1.0,50,0.07207792207792207,0.0627840909090909,0.09538777908343127,49,0.0,50,1.0,0,,threshold-censored: exact values are present only when nearest-training Tanimoto is at least 0.70
raw::BertzCT,raw_property,BertzCT,86.36363636363637,50,50,1.0,50,1.0,50,1.0,50,0.07700966395783,0.06078088578088578,0.08775337837837838,50,0.0,50,1.0,0,,threshold-censored: exact values are present only when nearest-training Tanimoto is at least 0.70
raw::BertzCT,raw_property,BertzCT,89.3939393939394,50,50,1.0,50,1.0,50,1.0,50,0.08163401306144208,0.06306306306306306,0.09187810259238831,50,0.0,50,1.0,0,,threshold-censored: exact values are present only when nearest-training Tanimoto is at least 0.70
raw::BertzCT,raw_property,BertzCT,92.42424242424244,50,50,1.0,50,1.0,50,1.0,50,0.07226792009400705,0.05795153654818262,0.09975247524752476,49,0.0,50,1.0,0,,threshold-censored: exact values are present only when nearest-training Tanimoto is at least 0.70
raw::BertzCT,raw_property,BertzCT,95.45454545454544,50,50,1.0,50,1.0,50,1.0,50,0.07152600170502985,0.0622259427569162,0.09221735174923497,50,0.0,50,1.0,0,,threshold-censored: exact values are present only when nearest-training Tanimoto is at least 0.70
raw::BertzCT,raw_property,BertzCT,98.48484848484848,50,50,1.0,50,1.0,50,1.0,50,0.06921161030750073,0.06126924453992123,0.08969575200918484,50,0.0,50,1.0,0,,threshold-censored: exact values are present only when nearest-training Tanimoto is at least 0.70
raw::BertzCT,raw_property,BertzCT,101.5151515151515,50,50,1.0,50,1.0,50,1.0,50,0.0766780989710926,0.06076066790352505,0.09609683794466403,50,0.0,50,1.0,0,,threshold-censored: exact values are present only when nearest-training Tanimoto is at least 0.70
raw::BertzCT,raw_property,BertzCT,104.54545454545452,50,50,1.0,50,1.0,50,1.0,50,0.06907395358924312,0.054625047582794066,0.08745306633291615,49,0.0,50,1.0,0,,threshold-censored: exact values are present only when nearest-training Tanimoto is at least 0.70
raw::BertzCT,raw_property,BertzCT,107.57575757575756,50,50,1.0,50,1.0,50,1.0,50,0.06987032799389778,0.053286474164133735,0.08383482714468629,50,0.0,50,1.0,0,,threshold-censored: exact values are present only when nearest-training Tanimoto is at least 0.70
raw::BertzCT,raw_property,BertzCT,110.60606060606062,50,50,1.0,50,1.0,50,1.0,50,0.06920498084291188,0.053729994837377386,0.08470728266619643,49,0.0,50,1.0,0,,threshold-censored: exact values are present only when nearest-training Tanimoto is at least 0.70
raw::BertzCT,raw_property,BertzCT,113.63636363636364,50,50,1.0,50,1.0,50,1.0,50,0.06628170139120015,0.05333333333333334,0.0777457757296467,50,0.0,50,1.0,0,,threshold-censored: exact values are present only when nearest-training Tanimoto is at least 0.70
raw::BertzCT,raw_property,BertzCT,116.66666666666669,50,50,1.0,50,1.0,50,1.0,50,0.06227781009630922,0.05263157894736842,0.07575757575757576,50,0.0,50,1.0,0,,threshold-censored: exact values are present only when nearest-training Tanimoto is at least 0.70
raw::BertzCT,raw_property,BertzCT,119.69696969696967,50,50,1.0,50,1.0,50,1.0,50,0.0664635223458753,0.05423917067752684,0.0863441518677281,50,0.0,50,1.0,0,,threshold-censored: exact values are present only when nearest-training Tanimoto is at least 0.70
raw::BertzCT,raw_property,BertzCT,122.72727272727276,50,50,1.0,50,1.0,50,1.0,50,0.0582579185520362,0.049019607843137254,0.07692307692307693,48,0.0,50,1.0,0,,threshold-censored: exact values are present only when nearest-training Tanimoto is at least 0.70
raw::BertzCT,raw_property,BertzCT,125.75757575757576,50,50,1.0,50,1.0,50,1.0,50,0.06105733432613552,0.05008992805755396,0.07656023222060958,46,0.0,50,1.0,0,,threshold-censored: exact values are present only when nearest-training Tanimoto is at least 0.70
raw::BertzCT,raw_property,BertzCT,128.7878787878788,50,50,1.0,50,1.0,50,1.0,50,0.05581516095534787,0.04791444508243786,0.0675597213005972,46,0.0,50,1.0,0,,threshold-censored: exact values are present only when nearest-training Tanimoto is at least 0.70
raw::BertzCT,raw_property,BertzCT,131.8181818181818,50,50,1.0,50,1.0,50,1.0,50,0.05977815826695451,0.0510388190267906,0.06813412791673662,48,0.0,50,1.0,0,,threshold-censored: exact values are present only when nearest-training Tanimoto is at least 0.70
raw::BertzCT,raw_property,BertzCT,134.84848484848487,50,50,1.0,50,1.0,50,1.0,50,0.05809228650137741,0.045132610006027724,0.07203966556484542,48,0.0,50,1.0,0,,threshold-censored: exact values are present only when nearest-training Tanimoto is at least 0.70
raw::BertzCT,raw_property,BertzCT,137.87878787878788,50,50,1.0,50,1.0,50,1.0,50,0.06112494811124948,0.05384615384615385,0.08284883720930232,49,0.0,50,1.0,0,,threshold-censored: exact values are present only when nearest-training Tanimoto is at least 0.70
raw::BertzCT,raw_property,BertzCT,140.90909090909088,50,50,1.0,50,1.0,50,1.0,50,0.06015377657168702,0.048647620365246266,0.07284128289473683,50,0.0,50,1.0,0,,threshold-censored: exact values are present only when nearest-training Tanimoto is at least 0.70
raw::BertzCT,raw_property,BertzCT,143.93939393939394,50,50,1.0,50,1.0,50,1.0,50,0.0602048322299553,0.04990753018354386,0.07486702127659574,49,0.0,50,1.0,0,,threshold-censored: exact values are present only when nearest-training Tanimoto is at least 0.70
raw::BertzCT,raw_property,BertzCT,146.96969696969694,50,50,1.0,50,1.0,50,1.0,50,0.05839727195225916,0.04856992915245342,0.07688643292682927,49,0.0,50,1.0,0,,threshold-censored: exact values are present only when nearest-training Tanimoto is at least 0.70
raw::BertzCT,raw_property,BertzCT,150.0,50,50,1.0,50,1.0,50,1.0,50,0.060378218272955114,0.049176053400083436,0.07101328903654484,48,0.0,50,1.0,0,,threshold-censored: exact values are present only when nearest-training Tanimoto is at least 0.70
raw::FractionCSP3,raw_property,FractionCSP3,-150.0,50,50,1.0,50,1.0,50,1.0,50,0.045047329276538206,0.03375547514759093,0.056593406593406594,28,0.0,50,1.0,0,,threshold-censored: exact values are present only when nearest-training Tanimoto is at least 0.70
raw::FractionCSP3,raw_property,FractionCSP3,-146.96969696969697,50,50,1.0,50,1.0,50,1.0,50,0.04951000408329931,0.03458299919807538,0.058403361344537816,30,0.0,50,1.0,0,,threshold-censored: exact values are present only when nearest-training Tanimoto is at least 0.70
